step,applied,reason,block,discriminator_loss,discriminator_applied,reconstruction_mse,perceptual_loss,preservation_mse,loss,residual_loss,trust_loss,spectral_loss,adversarial_loss,grad_norm,learning_rate
1,True,,,,,0.004548890050500631,0.07251713424921036,1.8519383502280107e-06,0.04351453483104706,0.03169911354780197,0.0,0.0,0.0,0.0001107003990910016,5e-05
2,True,,,,,0.0027402550913393497,0.05524710565805435,2.124218326571281e-06,0.029315494000911713,0.021033532917499542,2.848754565576428e-10,0.0,0.0,8.94151526154019e-05,0.0001
3,True,,,,,0.002930569928139448,0.05575517937541008,2.3903910459921462e-06,0.025764264166355133,0.017239054664969444,1.8033650128757017e-09,0.0,0.0,8.96986312000081e-05,0.00015000000000000001
4,True,,,,,0.0025704610161483288,0.05327459052205086,9.052414498000871e-07,0.02402340993285179,0.01611824706196785,5.886297671509055e-09,0.0,0.0,7.394215936074033e-05,0.0002
5,True,,,,,0.004748450126498938,0.07523584365844727,2.4159658096323255e-06,0.04716254770755768,0.0348711833357811,1.424898243840289e-08,0.0,0.0,0.00013896402379032224,0.00025
6,True,,,,,0.00625776220113039,0.1024460420012474,1.670166057010647e-05,0.05979336053133011,0.04315738379955292,3.0294035724409696e-08,0.0,0.0,0.00013978869537822902,0.00030000000000000003
7,True,,,,,0.004663838539272547,0.09181446582078934,3.24722759614815e-06,0.045238327234983444,0.03136706352233887,5.840819738978098e-08,0.0,0.0,0.00012009012425551191,0.00035
8,True,,,,,0.0034277881495654583,0.06198759377002716,4.227904923936876e-07,0.031706564128398895,0.02207663282752037,1.0185325294287395e-07,0.0,0.0,8.071753109106794e-05,0.0004
9,True,,,,,0.009784716181457043,0.12945985794067383,1.84429700311739e-06,0.09450650215148926,0.07176104187965393,1.640429729832249e-07,0.0,0.0,0.00018863756849896163,0.00045000000000000004
10,True,,,,,0.002447510836645961,0.06151892989873886,2.117068333973293e-06,0.025846729055047035,0.017230385914444923,2.567143440046493e-07,0.0,0.0,8.900991088012233e-05,0.0005
11,True,,,,,0.00425318256020546,0.08639481663703918,2.3670809241593815e-06,0.0431082509458065,0.030196648091077805,3.799432022333349e-07,0.0,0.0,0.000112668436486274,0.0005499999999999999
12,True,,,,,0.0038997537922114134,0.0801374614238739,9.068415920410189e-07,0.03771505504846573,0.025794295594096184,5.434437184703711e-07,0.0,0.0,0.00012684217654168606,0.0006000000000000001
13,True,,,,,0.004003164358437061,0.08259168267250061,2.4181117623811588e-06,0.043069809675216675,0.030788123607635498,7.564019028905022e-07,0.0,0.0,0.00011694723798427731,0.0006500000000000001
14,True,,,,,0.005742166191339493,0.0841023325920105,1.6442325431853533e-05,0.05567016080021858,0.041386209428310394,1.0280859896738548e-06,0.0,0.0,0.00012854795204475522,0.0007
15,True,,,,,0.00412422139197588,0.07357326149940491,3.2097796065500006e-06,0.0392732098698616,0.027765970677137375,1.3709427548747044e-06,0.0,0.0,0.00010651669435901567,0.00075
16,True,,,,,0.0038031726144254208,0.07974082231521606,4.7093186594793224e-07,0.04135806858539581,0.029577026143670082,1.791301770026621e-06,0.0,0.0,9.225752728525549e-05,0.0008
17,True,,,,,0.003103898372501135,0.06977229565382004,1.8052000996249262e-06,0.03165386617183685,0.021558275446295738,2.2902561340742977e-06,0.0,0.0,8.762486686464399e-05,0.0008500000000000001
18,True,,,,,0.004484251141548157,0.0921366959810257,2.3863374281063443e-06,0.0463469959795475,0.03262995555996895,2.863383315343526e-06,0.0,0.0,0.00010511712753213942,0.0009000000000000001
19,True,,,,,0.006644928362220526,0.08992867171764374,2.3908291950647254e-06,0.07005873322486877,0.05440177023410797,3.528863317114883e-06,0.0,0.0,0.000147556682350114,0.00095
20,True,,,,,0.0016965477261692286,0.040784504264593124,1.1937808039874653e-06,0.015513060614466667,0.009728468954563141,4.32126989835524e-06,0.0,0.0,6.901518645463511e-05,0.001
21,True,,,,,0.006473792251199484,0.08129136264324188,2.4823384592309594e-06,0.058208923786878586,0.04358608275651932,5.1987167353217956e-06,0.0,0.0,0.00012544581841211766,0.001
22,True,,,,,0.00194490235298872,0.05400902032852173,1.6244235666817985e-05,0.021667426452040672,0.014191607013344765,6.176890110509703e-06,0.0,0.0,6.947584915906191e-05,0.0009999976830508245
23,True,,,,,0.0024989768862724304,0.04983818903565407,3.1299368856707588e-06,0.023224251344799995,0.015716344118118286,7.1910862970980816e-06,0.0,0.0,8.434095798293129e-05,0.0009999907322271572
24,True,,,,,0.002959443721920252,0.06326401233673096,7.24229721527081e-07,0.027601905167102814,0.01831018552184105,8.25628376333043e-06,0.0,0.0,8.404353866353631e-05,0.0009999791476005744
25,True,,,,,0.003714779857546091,0.06257573515176773,1.9837850686599268e-06,0.036012958735227585,0.02602463960647583,9.370060070068575e-06,0.0,0.0,7.548292342107743e-05,0.0009999629292903696
26,True,,,,,0.005859441123902798,0.09508436173200607,3.091812686761841e-06,0.05902819707989693,0.04363548010587692,1.0513995221117511e-05,0.0,0.0,0.00010608670709189028,0.0009999420774635514
27,True,,,,,0.003753179218620062,0.060818642377853394,2.6129443995159818e-06,0.03428581357002258,0.024429745972156525,1.1740441550500691e-05,0.0,0.0,0.00010611984907882288,0.0009999165923348426
28,True,,,,,0.0022588162682950497,0.04601616784930229,2.166052581742406e-06,0.02179817110300064,0.014920279383659363,1.3036701602686662e-05,0.0,0.0,6.256461347220466e-05,0.0009998864741666779
29,True,,,,,0.003255533752962947,0.06730373203754425,2.908461738115875e-06,0.03317398577928543,0.023164670914411545,1.4295771507022437e-05,0.0,0.0,7.912779256002977e-05,0.0009998517232692006
30,True,,,,,0.005156019236892462,0.07666030526161194,1.634361979085952e-05,0.05224868655204773,0.039295729249715805,1.5592779163853265e-05,0.0,0.0,9.8259566584602e-05,0.0009998123400002596
31,True,,,,,0.0029093511402606964,0.07470156252384186,3.2649622880853713e-06,0.02821788191795349,0.017812084406614304,1.6909492842387408e-05,0.0,0.0,6.80000739521347e-05,0.0009997683247654065
32,True,,,,,0.00480334646999836,0.08372005820274353,1.1588030019993312e-06,0.04535219445824623,0.03216738998889923,1.8227337932330556e-05,0.0,0.0,9.956138819688931e-05,0.0009997196780178901
33,True,,,,,0.00343092973344028,0.07011441141366959,2.2789199647377245e-06,0.030972950160503387,0.020512152463197708,1.9599192455643788e-05,0.0,0.0,7.311372610274702e-05,0.0009996664002586532
34,True,,,,,0.00392924714833498,0.08438998460769653,3.996025043306872e-06,0.03904292732477188,0.02664250321686268,2.094207775371615e-05,0.0,0.0,7.043504592729732e-05,0.0009996084920363263
35,True,,,,,0.004534163512289524,0.07432407140731812,2.953582679765532e-06,0.05028248205780983,0.0382920578122139,2.2296486349659972e-05,0.0,0.0,0.00010765674960566685,0.000999545953947222
36,True,,,,,0.004068863578140736,0.07578916102647781,3.119321718259016e-06,0.04009711742401123,0.02842414379119873,2.36942960327724e-05,0.0,0.0,7.970143633428961e-05,0.0009994787866353296
37,True,,,,,0.005193739198148251,0.09166694432497025,3.32312447426375e-06,0.05348196253180504,0.03909469395875931,2.5109122361755e-05,0.0,0.0,0.0001098803331842646,0.0009994069907923082
38,True,,,,,0.002216470893472433,0.05774920806288719,1.653891013120301e-05,0.023703834041953087,0.015579864382743835,2.662493716343306e-05,0.0,0.0,6.236603076104075e-05,0.0009993305671574788
