step,applied,reason,block,spectral_loss,adversarial_loss,discriminator_loss,discriminator_applied,reconstruction_mse,perceptual_loss,preservation_mse,loss,residual_loss,trust_loss,grad_norm,learning_rate
1,True,,,0.0,0.0,,,0.0007509244605898857,0.038649920374155045,3.879172800225206e-05,0.004693500231951475,0.0,0.0,0.0014036764623597264,0.0001
2,True,,,0.0,0.0,,,0.00371717382222414,0.09765831381082535,0.00011079003888880834,0.01370458584278822,0.0,4.047087553971096e-09,0.0013852439587935805,0.0002
3,True,,,0.0,0.0,,,0.00260054599493742,0.061423998326063156,3.618909977376461e-05,0.008815323933959007,0.0,2.3373120328074037e-08,0.0015259278006851673,0.00030000000000000003
4,True,,,0.0,0.0,,,0.0019639581441879272,0.1324472725391388,4.104599793208763e-05,0.015290779061615467,0.0,7.569738613710797e-08,0.003368241246789694,0.0004
5,True,,,0.0,0.0,,,0.002583893947303295,0.08049803972244263,0.0001870875566964969,0.011007874272763729,0.0,1.6192410612347885e-07,0.0014205175684764981,0.0005
6,True,,,0.0,0.0,,,0.005735029932111502,0.0768689438700676,7.18265218893066e-05,0.013565581291913986,0.0,3.2843308872543275e-07,0.00108945625834167,0.0006000000000000001
7,True,,,0.0,0.0,,,0.0030047136824578047,0.0943625271320343,6.609715637750924e-05,0.012573166750371456,0.0,5.878233082512452e-07,0.0010557562345638871,0.0007
8,True,,,0.0,0.0,,,0.0037463721819221973,0.06905706971883774,9.599607437849045e-05,0.010844080708920956,0.0,9.559631735100993e-07,0.0020626839250326157,0.0008
9,True,,,0.0,0.0,,,0.00034456499270163476,0.054564058780670166,3.170828858856112e-05,0.005864402279257774,0.0,1.4508282220049296e-06,0.0016118042403832078,0.0009000000000000001
10,True,,,0.0,0.0,,,0.0016647931188344955,0.04975311458110809,8.196275302907452e-05,0.006804050877690315,0.0,2.0875047539448133e-06,0.0007481421926058829,0.001
11,True,,,0.0,0.0,,,0.0006942934705875814,0.04491567984223366,5.051379412179813e-05,0.005286918021738529,0.0,2.88092178379884e-06,0.0015609626425430179,0.001
12,True,,,0.0,0.0,,,0.0015316838398575783,0.0597057081758976,4.660132253775373e-05,0.007595493923872709,0.0,3.6761198316526134e-06,0.0010953329037874937,0.0009997196780178901
13,True,,,0.0,0.0,,,0.0033529489301145077,0.06422396004199982,6.798286631237715e-05,0.00991135649383068,0.0,4.530430487648118e-06,0.0012261980446055532,0.0009988790613178436
14,True,,,0.0,0.0,,,0.001115187769755721,0.07804973423480988,6.858613051008433e-05,0.009057387709617615,0.0,5.39517350262031e-06,0.0019372788956388831,0.000997479197203592
15,True,,,0.0,0.0,,,0.0011479560052976012,0.08785120397806168,6.175428279675543e-05,0.010056646540760994,0.0,6.194574325490976e-06,0.001528670429252088,0.0009955218297315045
16,True,,,0.0,0.0,,,0.003026448655873537,0.07422255724668503,9.334413334727287e-05,0.01063546258956194,0.0,6.946868779778015e-06,0.0010541125666350126,0.0009930093975377126
17,True,,,0.0,0.0,,,0.005213403608649969,0.11561668664216995,5.022237746743485e-05,0.01687559299170971,0.0,7.726764124527108e-06,0.0013277276884764433,0.0009899450307998714
18,True,,,0.0,0.0,,,0.0018498832359910011,0.07812967896461487,7.071982690831646e-05,0.009804376401007175,0.0,8.464032362098806e-06,0.001256787683814764,0.0009863325473373496
19,True,,,0.0,0.0,,,0.0009122854098677635,0.06859487295150757,5.929383041802794e-05,0.00789045263081789,0.0,9.18620662559988e-06,0.0013732516672462225,0.0009821764478547008
20,True,,,0.0,0.0,,,0.0016960393404588103,0.059748969972133636,4.462450306164101e-05,0.007760284468531609,0.0,9.88562260317849e-06,0.0012923430185765028,0.0009774819103343458
21,True,,,0.0,0.0,,,0.0013126875273883343,0.06695506721735,5.2949239034205675e-05,0.00811419915407896,0.0,1.0575155101832934e-05,0.0016600952949374914,0.0009722547835854532
22,True,,,0.0,0.0,,,0.0032797926105558872,0.06834062188863754,8.192745735868812e-05,0.010277821682393551,0.0,1.1208698197151534e-05,0.0010900362394750118,0.0009665015799570495
23,True,,,0.0,0.0,,,0.004734558053314686,0.13177935779094696,0.00023592000070493668,0.018384452909231186,0.0,1.1831550182250794e-05,0.0026682838797569275,0.0009602294672244439
24,True,,,0.0,0.0,,,0.0010198905365541577,0.053512051701545715,9.040306031238288e-05,0.006552025675773621,0.0,1.2387567039695568e-05,0.0009116196306422353,0.0009534462596590728
25,True,,,0.0,0.0,,,0.005636365618556738,0.07650618255138397,6.668920832453296e-05,0.013420491479337215,0.0,1.29676209326135e-05,0.0010414248099550605,0.0009461604082928911
26,True,,,0.0,0.0,,,0.004409328568726778,0.12871648371219635,6.450783257605508e-05,0.01741012930870056,0.0,1.3542066881200299e-05,0.002267745789140463,0.0009383809903894379
27,True,,,0.0,0.0,,,0.003608517348766327,0.04283444210886955,2.8012993425363675e-05,0.007948128506541252,0.0,1.4073777492740192e-05,0.0009073190158233047,0.0009301176981346969
28,True,,,0.0,0.0,,,0.008558962494134903,0.10156651586294174,4.083753447048366e-05,0.018797436729073524,0.0,1.4637164895248134e-05,0.0012388352770358324,0.00092138082656184
29,True,,,0.0,0.0,,,0.002754960907623172,0.06409391760826111,7.332523091463372e-05,0.009311155416071415,0.0,1.5215849998639897e-05,0.0011174504179507494,0.0009121812607248966
30,True,,,0.0,0.0,,,0.006230219267308712,0.10727556049823761,3.1135765311773866e-05,0.017020205035805702,0.0,1.5809351680218242e-05,0.0016863893251866102,0.0009025304621373337
31,True,,,0.0,0.0,,,0.0033677115570753813,0.10965675115585327,2.857210347428918e-05,0.014390695840120316,0.0,1.645627708057873e-05,0.0013796658022329211,0.0008924404544924355
32,True,,,0.0,0.0,,,0.0020877057686448097,0.06241222470998764,4.0030776290223e-05,0.008409160189330578,0.0,1.712558514554985e-05,0.0012828955659642816,0.00088192380868328
33,True,,,0.0,0.0,,,0.0012728546280413866,0.05431274324655533,3.96107898268383e-05,0.006783528719097376,0.0,1.779736703610979e-05,0.0013087803963571787,0.0008709936271409712
34,True,,,0.0,0.0,,,0.000890845141839236,0.058298081159591675,4.520866059465334e-05,0.006811255123466253,0.0,1.8460506908013485e-05,0.001110405893996358,0.000859663527510641
35,True,,,0.0,0.0,,,0.003487891284748912,0.040458474308252335,2.711677734623663e-05,0.007588163483887911,0.0,1.9121331206406467e-05,0.0007269245106726885,0.0008479476256855603
36,True,,,0.0,0.0,,,0.0028234971687197685,0.07712304592132568,2.4384875359828584e-05,0.01058476883918047,0.0,1.976829116756562e-05,0.0010220421245321631,0.0008358605182204924
37,True,,,0.0,0.0,,,0.0016571409069001675,0.05155934765934944,0.00019726929895114154,0.007207818329334259,0.0,2.03792005777359e-05,0.0013673481298610568,0.0008234172641462046
38,True,,,0.0,0.0,,,0.003212089417502284,0.049951422959566116,4.7372635890496895e-05,0.008302186615765095,0.0,2.0952658815076575e-05,0.0008882542606443167,0.0008106333662077901
39,True,,,0.0,0.0,,,0.005649176426231861,0.06882934272289276,2.948977635242045e-05,0.012591306120157242,0.0,2.152795968868304e-05,0.0008798927301540971,0.0007975247515501785
40,True,,,0.0,0.0,,,0.0005409917794167995,0.027152132242918015,4.9228234274778515e-05,0.0033548821229487658,0.0,2.2069922124501318e-05,0.0009975738357752562,0.0007841077518748969
41,True,,,0.0,0.0,,,0.0047536492347717285,0.11100434511899948,3.093655686825514e-05,0.015916181728243828,0.0,2.25754138227785e-05,0.0023410802241414785,0.0007703990830928028
