step,applied,reason,block,discriminator_loss,discriminator_applied,reconstruction_mse,perceptual_loss,preservation_mse,loss,residual_loss,trust_loss,spectral_loss,adversarial_loss,grad_norm,learning_rate
1,True,,,,,0.004551718011498451,0.07249654084444046,0.0,0.011801372282207012,0.0,0.0,0.0,0.0,0.03632981702685356,2.5e-05
2,True,,,,,0.002731791464611888,0.05478726327419281,0.0,0.008210517466068268,0.0,0.0,0.0,0.0,0.027232186868786812,5e-05
3,True,,,,,0.0028999997302889824,0.05508340895175934,0.0,0.008408340625464916,0.0,0.0,0.0,0.0,0.04554677754640579,7.500000000000001e-05
4,True,,,,,0.002453081076964736,0.05200281739234924,0.0,0.007653363049030304,0.0,0.0,0.0,0.0,0.03874226659536362,0.0001
5,True,,,,,0.00453916797414422,0.071981281042099,0.0,0.011737296357750893,0.0,0.0,0.0,0.0,0.04230903089046478,0.000125
6,True,,,,,0.006069140043109655,0.10097444802522659,0.0,0.016166584566235542,0.0,0.0,0.0,0.0,0.0535251758992672,0.00015000000000000001
7,True,,,,,0.004584025591611862,0.0853569507598877,0.0,0.013119720853865147,0.0,0.0,0.0,0.0,0.05580228567123413,0.000175
8,True,,,,,0.003337433096021414,0.0619417205452919,0.0,0.009531605057418346,0.0,0.0,0.0,0.0,0.041013021022081375,0.0002
9,True,,,,,0.009942600503563881,0.11247275024652481,0.0,0.021189875900745392,0.0,0.0,0.0,0.0,0.07833585888147354,0.00022500000000000002
10,True,,,,,0.002611032221466303,0.06374583393335342,0.0,0.008985616266727448,0.0,0.0,0.0,0.0,0.07312282174825668,0.00025
11,True,,,,,0.0043128374963998795,0.09816958755254745,0.0,0.01412979606539011,0.0,0.0,0.0,0.0,0.11690905690193176,0.00027499999999999996
12,True,,,,,0.00375153636559844,0.08185481280088425,0.0,0.011937018483877182,0.0,0.0,0.0,0.0,0.04987986013293266,0.00030000000000000003
13,True,,,,,0.0038174334913492203,0.09030813723802567,0.0,0.012848247773945332,0.0,0.0,0.0,0.0,0.059235189110040665,0.00032500000000000004
14,True,,,,,0.005532493814826012,0.08249753713607788,0.0,0.01378224790096283,0.0,0.0,0.0,0.0,0.05712824687361717,0.00035
15,True,,,,,0.004106248263269663,0.07843460142612457,0.0,0.011949708685278893,0.0,0.0,0.0,0.0,0.042777933180332184,0.000375
16,True,,,,,0.0038625281304121017,0.09359528869390488,0.0,0.01322205737233162,0.0,0.0,0.0,0.0,0.10530045628547668,0.0004
17,True,,,,,0.003236516145989299,0.07707979530096054,0.0,0.010944495908915997,0.0,0.0,0.0,0.0,0.06209121271967888,0.00042500000000000003
18,True,,,,,0.004618949722498655,0.10183541476726532,0.0,0.014802491292357445,0.0,0.0,0.0,0.0,0.07682468742132187,0.00045000000000000004
19,True,,,,,0.0067743523977696896,0.09850108623504639,0.0,0.016624461859464645,0.0,0.0,0.0,0.0,0.07746553421020508,0.000475
20,True,,,,,0.001838870346546173,0.04982943832874298,0.0,0.006821814458817244,0.0,0.0,0.0,0.0,0.07533014565706253,0.0005
21,True,,,,,0.006980323698371649,0.09182628989219666,0.0,0.016162952408194542,0.0,0.0,0.0,0.0,0.0811537578701973,0.0005
22,True,,,,,0.002015954814851284,0.06843868643045425,0.0,0.00885982345789671,0.0,0.0,0.0,0.0,0.08818010985851288,0.0004999988415254123
23,True,,,,,0.0027586533688008785,0.06285703182220459,0.0,0.009044356644153595,0.0,0.0,0.0,0.0,0.05577826872467995,0.0004999953661135786
24,True,,,,,0.003150862641632557,0.09041478484869003,0.0,0.01219234149903059,0.0,0.0,0.0,0.0,0.07868627458810806,0.0004999895738002872
25,True,,,,,0.004012967459857464,0.08622457087039948,0.0,0.012635424733161926,0.0,0.0,0.0,0.0,0.08997376263141632,0.0004999814646451848
26,True,,,,,0.006054106168448925,0.11158061772584915,0.0,0.017212167382240295,0.0,0.0,0.0,0.0,0.06102221831679344,0.0004999710387317757
27,True,,,,,0.004001428838819265,0.07881855964660645,0.0,0.011883284896612167,0.0,0.0,0.0,0.0,0.07587963342666626,0.0004999582961674213
28,True,,,,,0.00264677032828331,0.06906463950872421,0.0,0.009553235024213791,0.0,0.0,0.0,0.0,0.06760325282812119,0.0004999432370833389
29,True,,,,,0.00360775925219059,0.08677636831998825,0.0,0.012285396456718445,0.0,0.0,0.0,0.0,0.06751742213964462,0.0004999258616346003
30,True,,,,,0.005803295411169529,0.10380110144615173,0.0,0.016183406114578247,0.0,0.0,0.0,0.0,0.07457967847585678,0.0004999061700001298
31,True,,,,,0.0029952041804790497,0.0997609794139862,0.0,0.0129713024944067,0.0,0.0,0.0,0.0,0.06708148866891861,0.0004998841623827032
32,True,,,,,0.005141726695001125,0.09387870132923126,0.0,0.014529597014188766,0.0,0.0,0.0,0.0,0.07337968796491623,0.0004998598390089451
33,True,,,,,0.003698268672451377,0.0889914333820343,0.0,0.012597412802278996,0.0,0.0,0.0,0.0,0.09415686875581741,0.0004998332001293266
34,True,,,,,0.0042760903015732765,0.09417848289012909,0.0,0.013693938963115215,0.0,0.0,0.0,0.0,0.07997250556945801,0.0004998042460181632
35,True,,,,,0.004842221736907959,0.08803297579288483,0.0,0.013645519502460957,0.0,0.0,0.0,0.0,0.06505260616540909,0.000499772976973611
36,True,,,,,0.004269793629646301,0.08871236443519592,0.0,0.013141030445694923,0.0,0.0,0.0,0.0,0.05883311107754707,0.0004997393933176648
37,True,,,,,0.005496134981513023,0.10386740416288376,0.0,0.01588287577033043,0.0,0.0,0.0,0.0,0.0621723048388958,0.0004997034953961541
38,True,,,,,0.0024989971425384283,0.08440536260604858,0.0,0.010939533822238445,0.0,0.0,0.0,0.0,0.15296952426433563,0.0004996652835787394
39,True,,,,,0.0032209414057433605,0.08245541155338287,0.0,0.011466482654213905,0.0,0.0,0.0,0.0,0.0758516862988472,0.0004996247582589092
40,True,,,,,0.002955278381705284,0.06993953883647919,0.0,0.009949232451617718,0.0,0.0,0.0,0.0,0.11691401898860931,0.0004995819198539748
41,True,,,,,0.007893911562860012,0.13836239278316498,0.0,0.021730151027441025,0.0,0.0,0.0,0.0,0.11832718551158905,0.0004995367688050669
42,True,,,,,0.005277547519654036,0.108883798122406,0.0,0.016165927052497864,0.0,0.0,0.0,0.0,0.08660585433244705,0.000499489305577131
43,True,,,,,0.004178611095994711,0.12643837928771973,0.0,0.016822449862957,0.0,0.0,0.0,0.0,0.11304405331611633,0.0004994395306589218
44,True,,,,,0.0031617104541510344,0.07821303606033325,0.0,0.010983014479279518,0.0,0.0,0.0,0.0,0.061790939420461655,0.0004993874445629995
45,True,,,,,0.007040662225335836,0.10698256641626358,0.0,0.01773891970515251,0.0,0.0,0.0,0.0,0.08412356674671173,0.0004993330478257231
46,True,,,,,0.0037925667129456997,0.11289142817258835,0.0,0.015081709250807762,0.0,0.0,0.0,0.0,0.14957188069820404,0.000499276341007246
47,True,,,,,0.00317689822986722,0.0699053555727005,0.0,0.010167433880269527,0.0,0.0,0.0,0.0,0.07325122505426407,0.0004992173246915094
48,True,,,,,0.004847096279263496,0.1039164662361145,0.0,0.015238743275403976,0.0,0.0,0.0,0.0,0.06270555406808853,0.0004991559994862371
49,True,,,,,0.0021465513855218887,0.07053177058696747,0.0,0.009199729189276695,0.0,0.0,0.0,0.0,0.07190156728029251,0.0004990923660229285
50,True,,,,,0.0027209757827222347,0.0743471086025238,0.0,0.010155687108635902,0.0,0.0,0.0,0.0,0.06427391618490219,0.0004990264249568523
51,True,,,,,0.002494505839422345,0.07534609735012054,0.0,0.010029115714132786,0.0,0.0,0.0,0.0,0.10337094962596893,0.0004989581769670404
52,True,,,,,0.005787774454802275,0.11179172247648239,0.0,0.01696694642305374,0.0,0.0,0.0,0.0,0.08239801973104477,0.0004988876227562798
53,True,,,,,0.0032996784429997206,0.07928439974784851,0.0,0.011228119023144245,0.0,0.0,0.0,0.0,0.10390222817659378,0.000498814763051106
54,True,,,,,0.004732473753392696,0.09286388754844666,0.0,0.014018862508237362,0.0,0.0,0.0,0.0,0.08030042052268982,0.000498739598601796
55,True,,,,,0.006266000680625439,0.09983748197555542,0.0,0.016249749809503555,0.0,0.0,0.0,0.0,0.06360196322202682,0.0004986621301823592
56,True,,,,,0.004800708033144474,0.09549078345298767,0.0,0.014349786564707756,0.0,0.0,0.0,0.0,0.1224287673830986,0.000498582358590531
57,True,,,,,0.0032393585424870253,0.07766896486282349,0.0,0.011006254702806473,0.0,0.0,0.0,0.0,0.09351855516433716,0.0004985002846477633
58,True,,,,,0.006841766647994518,0.08625868707895279,0.0,0.015467635355889797,0.0,0.0,0.0,0.0,0.0607767179608345,0.0004984159091992169
59,True,,,,,0.0028317382093518972,0.07213738560676575,0.0,0.01004547718912363,0.0,0.0,0.0,0.0,0.0810239389538765,0.0004983292331137523
