step,applied,reason,block,discriminator_loss,discriminator_applied,reconstruction_mse,perceptual_loss,preservation_mse,loss,residual_loss,trust_loss,spectral_loss,adversarial_loss,grad_norm,learning_rate
1,True,,,,,0.004548890050500631,0.07251713424921036,1.8519383502280107e-06,0.043503422290086746,0.03169911354780197,0.0,0.0,0.0,0.000110515313281212,5e-05
2,True,,,,,0.002740270923823118,0.05524713546037674,2.124568709405139e-06,0.02930295653641224,0.021033722907304764,2.847818925122425e-10,0.0,0.0,8.923715358832851e-05,0.0001
3,True,,,,,0.002930574119091034,0.055759333074092865,2.3913125914987177e-06,0.025750193744897842,0.017238903790712357,1.8025764214613105e-09,0.0,0.0,8.932238415582106e-05,0.00015000000000000001
4,True,,,,,0.0025704680010676384,0.05327528715133667,9.053404710357427e-07,0.024018356576561928,0.016118548810482025,5.8812945624708846e-09,0.0,0.0,7.360365998465568e-05,0.0002
5,True,,,,,0.00474849296733737,0.0752357468008995,2.419356860627886e-06,0.047148387879133224,0.034871481359004974,1.4233282996656271e-08,0.0,0.0,0.00013834465062245727,0.00025
6,True,,,,,0.006257695145905018,0.10244660079479218,1.6683748981449753e-05,0.059692323207855225,0.04315660148859024,3.025709460757753e-08,0.0,0.0,0.0001374687853967771,0.00030000000000000003
7,True,,,,,0.004663700237870216,0.09180480241775513,3.2476386877533514e-06,0.04521726816892624,0.03136659041047096,5.8381377954219715e-08,0.0,0.0,0.00012023676390526816,0.00035
8,True,,,,,0.0034278209786862135,0.061990220099687576,4.324762699070561e-07,0.03170471638441086,0.022077009081840515,1.0182997556285045e-07,0.0,0.0,8.057658124016598e-05,0.0004
9,True,,,,,0.009784670546650887,0.12946462631225586,1.8502649936635862e-06,0.09449505805969238,0.07176022231578827,1.6402738367560232e-07,0.0,0.0,0.0001885433157440275,0.00045000000000000004
10,True,,,,,0.0024474887177348137,0.06151217967271805,2.1205464690865483e-06,0.025833038613200188,0.017230089753866196,2.567145145349059e-07,0.0,0.0,8.898876694729552e-05,0.0005
11,True,,,,,0.00425320491194725,0.08638973534107208,2.3817055989638902e-06,0.04309352859854698,0.03019658289849758,3.799881937993632e-07,0.0,0.0,0.00011257491132710129,0.0005499999999999999
12,True,,,,,0.003899721195921302,0.08013727515935898,9.141392069977883e-07,0.037709519267082214,0.025794237852096558,5.435505272544106e-07,0.0,0.0,0.0001270879147341475,0.0006000000000000001
13,True,,,,,0.004003243520855904,0.08259307593107224,2.4346622922166716e-06,0.04305591434240341,0.03078848496079445,7.566603699160623e-07,0.0,0.0,0.00011650882515823469,0.0006500000000000001
14,True,,,,,0.005742236040532589,0.08409854769706726,1.6568881619605236e-05,0.05557122081518173,0.04138598218560219,1.028596784635738e-06,0.0,0.0,0.000126363112940453,0.0007
15,True,,,,,0.0041242013685405254,0.07357572019100189,3.2326101973012555e-06,0.039253078401088715,0.02776482328772545,1.3718341733692796e-06,0.0,0.0,0.00010645747533999383,0.00075
16,True,,,,,0.0038032126612961292,0.07975149154663086,4.7014086135277466e-07,0.041354890912771225,0.029575567692518234,1.7926942064150353e-06,0.0,0.0,9.22849285416305e-05,0.0008
17,True,,,,,0.0031042094342410564,0.06976893544197083,1.8845983049686765e-06,0.031642038375139236,0.021557144820690155,2.2923920823814115e-06,0.0,0.0,8.77298807608895e-05,0.0008500000000000001
18,True,,,,,0.004484282340854406,0.09213811159133911,2.3756374503136612e-06,0.046331800520420074,0.03262892737984657,2.8664403544098604e-06,0.0,0.0,0.00010519423813093454,0.0009000000000000001
19,True,,,,,0.006645056884735823,0.08991965651512146,2.449644853186328e-06,0.07004189491271973,0.05439993739128113,3.533416020218283e-06,0.0,0.0,0.00014758734323550016,0.00095
20,True,,,,,0.0016964677488431334,0.04078356921672821,1.2577553434311994e-06,0.015505729243159294,0.009728346019983292,4.327745045884512e-06,0.0,0.0,6.958935409784317e-05,0.001
21,True,,,,,0.006473978515714407,0.08129678666591644,2.5132378596026683e-06,0.058192815631628036,0.043584078550338745,5.207918547966983e-06,0.0,0.0,0.00012556415458675474,0.001
22,True,,,,,0.0019450194668024778,0.0539993941783905,1.6917945686145686e-05,0.02157037891447544,0.0141915213316679,6.189407940837555e-06,0.0,0.0,6.659283098997548e-05,0.0009999976830508245
23,True,,,,,0.0024991389364004135,0.049857378005981445,3.261634446971584e-06,0.023207219317555428,0.015715746209025383,7.207402177300537e-06,0.0,0.0,8.411968883592635e-05,0.0009999907322271572
24,True,,,,,0.00295952707529068,0.06326736509799957,7.421698455800652e-07,0.0275963693857193,0.01830853894352913,8.276610060420353e-06,0.0,0.0,8.42003573779948e-05,0.0009999791476005744
25,True,,,,,0.0037150620482861996,0.06257575750350952,2.0761679024872137e-06,0.036000240594148636,0.02602335624396801,9.395102097187191e-06,0.0,0.0,7.535653276136145e-05,0.0009999629292903696
26,True,,,,,0.005859037861227989,0.09509223699569702,3.1017530091048684e-06,0.05900632590055466,0.04363175481557846,1.0544442375248764e-05,0.0,0.0,0.00010640294203767553,0.0009999420774635514
27,True,,,,,0.0037531182169914246,0.06080680340528488,2.675556970643811e-06,0.03426612913608551,0.024426860734820366,1.1777914551203139e-05,0.0,0.0,0.00010634053614921868,0.0009999165923348426
28,True,,,,,0.0022591380402445793,0.04601740837097168,2.237105945823714e-06,0.021784139797091484,0.014918657019734383,1.308185892412439e-05,0.0,0.0,6.099311212892644e-05,0.0009998864741666779
29,True,,,,,0.0032556578516960144,0.06732567399740219,3.0021426482562674e-06,0.033155910670757294,0.02316153608262539,1.4350672245200258e-05,0.0,0.0,7.855384319555014e-05,0.0009998517232692006
